Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?,year_received,month_received,dayofweek_received,quarter_received,is_weekend,is_holiday_season,processing_days,same_day_processing,company_complaint_count,company_size,state_complaint_count,product_category,region
1235372,Payday Loan,Not Specified,Charged Fees Or Interest I Didn'T Expect,Not Specified,NV,89128,2015-02-11,2015-02-11,"Financial Asset Management, Inc.",Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,2,small,351,loan,west
1236848,Consumer Loan,Title Loan,Charged Fees Or Interest I Didn'T Expect,Not Specified,CA,95621,2015-02-11,2015-02-11,"Check Into Cash, Inc.",Closed with monetary relief,Yes,No,2015,2,2,1,0,0,0,1,21,medium,3859,loan,west
1236669,Mortgage,Conventional Fixed Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,WA,98418,2015-02-11,2015-02-11,Wells Fargo,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1430,enterprise,509,mortgage,west
1235704,Mortgage,Fha Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,GA,30044,2015-02-11,2015-02-11,Nationstar Mortgage,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,749,enterprise,1146,mortgage,south
1237344,Credit Card,Not Specified,Balance Transfer,Not Specified,OH,43615,2015-02-11,2015-02-12,Pnc Bank,In progress,Yes,No,2015,2,2,1,0,0,1,0,237,enterprise,939,credit,midwest
1236071,Debt Collection,Medical,Communication Tactics,Frequent Or Repeated Calls,OH,44313,2015-02-11,2015-02-18,"Escallate, Llc",Closed with explanation,Yes,No,2015,2,2,1,0,0,7,0,12,medium,939,debt,midwest
1235661,Student Loan,Non-Federal Student Loan,Dealing With My Lender Or Servicer,Not Specified,GA,30046,2015-02-11,2015-02-11,Navient,In progress,Yes,No,2015,2,2,1,0,0,0,1,368,enterprise,1146,loan,south
1235692,Mortgage,Conventional Adjustable Mortgage (Arm),"Loan Servicing, Payments, Escrow Account",Not Specified,FL,33418,2015-02-11,2015-02-11,Wells Fargo,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1430,enterprise,2592,mortgage,south
1235825,Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,NJ,7801,2015-02-11,2015-02-18,Wells Fargo,Closed with explanation,Yes,No,2015,2,2,1,0,0,7,0,1430,enterprise,1113,mortgage,northeast
1235854,Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,NJ,8060,2015-02-11,2015-02-18,Wells Fargo,Closed with explanation,Yes,No,2015,2,2,1,0,0,7,0,1430,enterprise,1113,mortgage,northeast
1234966,Debt Collection,Medical,Communication Tactics,Used Obscene/Profane/Abusive Language,WY,82609,2015-02-11,2015-02-18,Transworld Systems Inc.,In progress,Yes,No,2015,2,2,1,0,0,7,0,215,enterprise,30,debt,west
1234929,Credit Card,Not Specified,Bankruptcy,Not Specified,FL,32803,2015-02-11,2015-02-18,Bank Of America,Closed with explanation,Yes,No,2015,2,2,1,0,0,7,0,1518,enterprise,2592,credit,south
1234925,Consumer Loan,Vehicle Loan,Shopping For A Loan Or Lease,Not Specified,KY,41048,2015-02-11,2015-02-11,Capital One,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,0,1,567,enterprise,225,loan,south
1234968,Debt Collection,Medical,Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,WI,54482,2015-02-11,2015-02-11,"Alliance Collection Agencies, Inc.",Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,3,small,351,debt,midwest
1236859,Credit Card,Not Specified,Credit Determination,Not Specified,MN,55374,2015-02-11,2015-02-11,Citibank,Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,0,1,1016,enterprise,311,credit,midwest
1237365,Credit Card,Not Specified,Other Fee,Not Specified,TX,78753,2015-02-11,2015-02-12,Barclays,Closed with monetary relief,Yes,No,2015,2,2,1,0,0,1,0,114,large,2380,credit,south
1235629,Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,CT,6516,2015-02-11,2015-02-13,Professional Receivables Network,Closed with explanation,No,No,2015,2,2,1,0,0,2,0,3,small,287,debt,northeast
1235808,Bank Account Or Service,Checking Account,Deposits And Withdrawals,Not Specified,PA,18302,2015-02-11,2015-02-18,Pnc Bank,In progress,Yes,No,2015,2,2,1,0,0,7,0,237,enterprise,1055,banking,northeast
1237256,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Terms,NC,27707,2015-02-11,2015-02-12,Equifax,Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,1,0,2049,enterprise,764,credit,south
1236238,Credit Reporting,Not Specified,Credit Monitoring Or Identity Protection,Problem With Fraud Alerts,NC,27604,2015-02-11,2015-02-18,Equifax,Closed with explanation,Yes,No,2015,2,2,1,0,0,7,0,2049,enterprise,764,credit,south
1236260,Debt Collection,Not Specified,Improper Contact Or Sharing Of Info,Contacted Employer After Asked Not To,OH,44685,2015-02-11,2015-02-11,"Account Control Technology, Inc.",Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,0,1,9,small,939,debt,midwest
1236261,Money Transfers,International Money Transfer,Other Transaction Issues,Not Specified,FL,34293,2015-02-11,2015-02-11,Western Union,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,66,large,2592,other,south
1236369,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,MD,20785,2015-02-11,2015-02-11,Equifax,Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,0,1,2049,enterprise,791,credit,south
1235819,Consumer Loan,Vehicle Loan,Managing The Loan Or Lease,Not Specified,FL,33021,2015-02-11,2015-02-18,Fifth Third Bank,Closed with monetary relief,Yes,No,2015,2,2,1,0,0,7,0,110,large,2592,loan,south
1237264,Mortgage,Va Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,TX,78253,2015-02-11,2015-02-12,Ocwen,In progress,Yes,No,2015,2,2,1,0,0,1,0,934,enterprise,2380,mortgage,south
1236497,Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,NY,13421,2015-02-11,2015-02-11,Encore Capital Group,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,392,enterprise,1846,debt,northeast
1234822,Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,MI,48382,2015-02-11,2015-02-18,Carrington Mortgage,Closed with explanation,Yes,No,2015,2,2,1,0,0,7,0,55,large,694,mortgage,midwest
1235432,Mortgage,Home Equity Loan Or Line Of Credit,"Loan Servicing, Payments, Escrow Account",Not Specified,NC,27536,2015-02-11,2015-02-11,Jpmorgan Chase,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1272,enterprise,764,mortgage,south
1235442,Mortgage,Conventional Adjustable Mortgage (Arm),"Loan Modification,Collection,Foreclosure",Not Specified,FL,34786,2015-02-11,2015-02-11,Bank Of America,Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,0,1,1518,enterprise,2592,mortgage,south
1234919,Mortgage,Conventional Adjustable Mortgage (Arm),"Loan Modification,Collection,Foreclosure",Not Specified,CT,6840,2015-02-11,2015-02-11,Hudson City Savings Bank,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,6,small,287,mortgage,northeast
1236259,Consumer Loan,Vehicle Lease,Taking Out The Loan Or Lease,Not Specified,CO,80920,2015-02-11,2015-02-11,Ally Financial Inc.,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,165,large,483,loan,west
1234898,Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting Report Or Credit Score,NY,11953,2015-02-11,2015-02-18,Experian,Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,7,0,1940,enterprise,1846,credit,northeast
1234900,Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting Report Or Credit Score,NY,11953,2015-02-11,2015-02-18,Equifax,Closed with explanation,Yes,No,2015,2,2,1,0,0,7,0,2049,enterprise,1846,credit,northeast
1235520,Credit Card,Not Specified,Customer Service / Customer Relations,Not Specified,WA,98626,2015-02-11,2015-02-11,Bank Of America,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1518,enterprise,509,credit,west
1235457,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,MD,20757,2015-02-11,2015-02-24,Equifax,Closed with explanation,Yes,No,2015,2,2,1,0,0,13,0,2049,enterprise,791,credit,south
1236380,Credit Card,Not Specified,Billing Disputes,Not Specified,TX,78844,2015-02-11,2015-02-19,Ge Capital Retail,Closed with explanation,Yes,No,2015,2,2,1,0,0,8,0,481,enterprise,2380,credit,south
1237290,Debt Collection,Credit Card,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,NJ,8096,2015-02-11,2015-02-12,Ge Capital Retail,Closed with explanation,Yes,No,2015,2,2,1,0,0,1,0,481,enterprise,1113,debt,northeast
1234903,Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting My Free Annual Report,MA,1841,2015-02-11,2015-02-11,Equifax,Closed with non-monetary relief,Yes,Yes,2015,2,2,1,0,0,0,1,2049,enterprise,512,credit,northeast
1235361,Mortgage,Fha Mortgage,"Application, Originator, Mortgage Broker",Not Specified,FL,33463,2015-02-11,2015-02-11,Wells Fargo,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,0,1,1430,enterprise,2592,mortgage,south
1234854,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,GA,30014,2015-02-11,2015-02-18,"Portfolio Recovery Associates, Inc.",Closed with explanation,Yes,Yes,2015,2,2,1,0,0,7,0,229,enterprise,1146,credit,south
1234877,Mortgage,Conventional Fixed Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,GA,30305,2015-02-11,2015-02-11,Nationstar Mortgage,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,749,enterprise,1146,mortgage,south
1236432,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,OH,43204,2015-02-11,2015-02-11,Experian,Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,0,1,1940,enterprise,939,credit,midwest
1236645,Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,GA,30349,2015-02-11,2015-02-11,"National Credit Systems,Inc.",Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,50,medium,1146,debt,south
1235002,Bank Account Or Service,Checking Account,"Account Opening, Closing, Or Management",Not Specified,CA,90504,2015-02-11,2015-02-18,Bank Of America,Closed with monetary relief,Yes,No,2015,2,2,1,0,0,7,0,1518,enterprise,3859,banking,west
1234901,Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,MD,21229,2015-02-11,2015-02-18,"Credit Protection Association, L.P.",Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,7,0,50,medium,791,debt,south
1235695,Credit Card,Not Specified,Credit Line Increase/Decrease,Not Specified,PA,19046,2015-02-11,2015-02-11,Citibank,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,0,1,1016,enterprise,1055,credit,northeast
1234873,Mortgage,Fha Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,FL,33173,2015-02-11,2015-02-12,Pnc Bank,In progress,Yes,No,2015,2,2,1,0,0,1,0,237,enterprise,2592,mortgage,south
1234875,Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,VA,23059,2015-02-11,2015-02-11,"Vantage Sourcing, Llc",Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,4,small,869,debt,south
1234823,Mortgage,Va Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,NJ,8015,2015-02-11,2015-02-11,Nationstar Mortgage,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,0,1,749,enterprise,1113,mortgage,northeast
1235003,Bank Account Or Service,Checking Account,Deposits And Withdrawals,Not Specified,OH,43777,2015-02-11,2015-02-18,Pnc Bank,In progress,Yes,No,2015,2,2,1,0,0,7,0,237,enterprise,939,banking,midwest
1235469,Bank Account Or Service,Checking Account,Deposits And Withdrawals,Not Specified,FL,33615,2015-02-11,2015-02-11,U.S. Bancorp,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,429,enterprise,2592,banking,south
1237277,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,AL,35243,2015-02-11,2015-02-20,Transunion,Closed with explanation,Yes,No,2015,2,2,1,0,0,9,0,1525,enterprise,358,credit,south
1235486,Bank Account Or Service,Other Bank Product/Service,"Account Opening, Closing, Or Management",Not Specified,IL,60084,2015-02-11,2015-02-11,Firstmerit Bank,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,9,small,1003,banking,midwest
1236644,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,TX,75082,2015-02-11,2015-02-18,Experian,Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,7,0,1940,enterprise,2380,credit,south
1235395,Debt Collection,Credit Card,Improper Contact Or Sharing Of Info,Talked To A Third Party About My Debt,CA,92262,2015-02-11,2015-02-18,United Collection Bureau,Untimely response,No,No,2015,2,2,1,0,0,7,0,1,small,3859,debt,west
1235963,Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,NJ,7762,2015-02-11,2015-02-18,"Shellpoint Partners, Llc",Closed with explanation,Yes,No,2015,2,2,1,0,0,7,0,51,large,1113,mortgage,northeast
1234976,Debt Collection,Medical,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,SC,29730,2015-02-11,2015-02-11,"Choice Recovery, Inc.",Closed,Yes,No,2015,2,2,1,0,0,0,1,14,medium,441,debt,south
1235300,Credit Card,Not Specified,Rewards,Not Specified,CA,94538,2015-02-11,2015-02-11,Discover,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,368,enterprise,3859,credit,west
1235479,Debt Collection,Not Specified,Taking/Threatening An Illegal Action,Sued W/O Proper Notification Of Suit,FL,33314,2015-02-11,2015-02-11,Encore Capital Group,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,0,1,392,enterprise,2592,debt,south
1235307,Credit Card,Not Specified,Other,Not Specified,NY,10101,2015-02-11,2015-02-11,Citibank,Closed with monetary relief,Yes,No,2015,2,2,1,0,0,0,1,1016,enterprise,1846,credit,northeast
1235674,Credit Card,Not Specified,Other,Not Specified,NC,28326,2015-02-11,2015-02-11,Bank Of America,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1518,enterprise,764,credit,south
1235565,Mortgage,Fha Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,GA,30253,2015-02-11,2015-02-11,Nationstar Mortgage,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,749,enterprise,1146,mortgage,south
1234983,Mortgage,Fha Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,PA,19134,2015-02-11,2015-02-11,Wells Fargo,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1430,enterprise,1055,mortgage,northeast
1237253,Credit Card,Not Specified,Apr Or Interest Rate,Not Specified,Unknown,30344,2015-02-11,2015-02-12,Bank Of America,Closed with explanation,Yes,No,2015,2,2,1,0,0,1,0,1518,enterprise,421,credit,unknown
1235308,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,NY,10101,2015-02-11,2015-02-11,Experian,Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,0,1,1940,enterprise,1846,credit,northeast
1236153,Bank Account Or Service,Other Bank Product/Service,"Making/Receiving Payments, Sending Money",Not Specified,TX,75043,2015-02-11,2015-02-18,Ge Capital Retail,Closed with monetary relief,Yes,No,2015,2,2,1,0,0,7,0,481,enterprise,2380,banking,south
1235290,Consumer Loan,Vehicle Loan,Problems When You Are Unable To Pay,Not Specified,MS,38756,2015-02-11,2015-02-11,Santander Consumer Usa,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,133,large,159,loan,south
1238532,Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,NV,89123,2015-02-11,2015-02-19,21St Mortgage Corporation,Closed with explanation,Yes,No,2015,2,2,1,0,0,8,0,13,medium,351,mortgage,west
1236646,Money Transfers,International Money Transfer,Money Was Not Available When Promised,Not Specified,NY,10019,2015-02-11,2015-02-18,Moneygram,Closed with explanation,Yes,No,2015,2,2,1,0,0,7,0,73,large,1846,other,northeast
1235282,Credit Card,Not Specified,Delinquent Account,Not Specified,CA,92801,2015-02-11,2015-02-18,First National Bank Of Omaha,Closed with monetary relief,Yes,Yes,2015,2,2,1,0,0,7,0,25,medium,3859,credit,west
1237308,Bank Account Or Service,(Cd) Certificate Of Deposit,Deposits And Withdrawals,Not Specified,MS,38655,2015-02-11,2015-02-12,Capital One,Closed with explanation,Yes,No,2015,2,2,1,0,0,1,0,567,enterprise,159,banking,south
1234938,Mortgage,Home Equity Loan Or Line Of Credit,"Loan Modification,Collection,Foreclosure",Not Specified,OH,44107,2015-02-11,2015-02-18,Jpmorgan Chase,In progress,Yes,No,2015,2,2,1,0,0,7,0,1272,enterprise,939,mortgage,midwest
1236026,Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,MD,21239,2015-02-11,2015-02-11,Ocwen,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,934,enterprise,791,mortgage,south
1235302,Mortgage,Conventional Adjustable Mortgage (Arm),"Loan Servicing, Payments, Escrow Account",Not Specified,MI,48009,2015-02-11,2015-02-18,Bank Of America,In progress,Yes,No,2015,2,2,1,0,0,7,0,1518,enterprise,694,mortgage,midwest
1235458,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,MD,20757,2015-02-11,2015-02-24,Experian,In progress,Yes,No,2015,2,2,1,0,0,13,0,1940,enterprise,791,credit,south
1235296,Debt Collection,Medical,Communication Tactics,Threatened To Take Legal Action,ID,83402,2015-02-11,2015-02-11,"Medical Recovery Services, Llc",Untimely response,No,No,2015,2,2,1,0,0,0,1,1,small,115,debt,west
1235286,Credit Card,Not Specified,Delinquent Account,Not Specified,CA,95032,2015-02-11,2015-02-11,Capital One,In progress,Yes,No,2015,2,2,1,0,0,0,1,567,enterprise,3859,credit,west
1235369,Credit Card,Not Specified,Billing Statement,Not Specified,GA,30168,2015-02-11,2015-02-11,Ge Capital Retail,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,481,enterprise,1146,credit,south
1236081,Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting My Free Annual Report,MA,1128,2015-02-11,2015-02-20,Experian,Closed with explanation,Yes,No,2015,2,2,1,0,0,9,0,1940,enterprise,512,credit,northeast
1236415,Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting Report Or Credit Score,GA,30114,2015-02-11,2015-02-11,Experian,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1940,enterprise,1146,credit,south
1236240,Mortgage,Conventional Fixed Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,FL,33185,2015-02-11,2015-02-11,Bankunited,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,6,small,2592,mortgage,south
1237303,Mortgage,Conventional Fixed Mortgage,"Application, Originator, Mortgage Broker",Not Specified,NJ,7661,2015-02-11,2015-02-12,Wells Fargo,Closed with explanation,Yes,No,2015,2,2,1,0,0,1,0,1430,enterprise,1113,mortgage,northeast
1235348,Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,AE,9096,2015-02-11,2015-02-11,Transunion,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1525,enterprise,9,credit,unknown
1234967,Credit Card,Not Specified,Other,Not Specified,AR,71968,2015-02-11,2015-02-11,Ge Capital Retail,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,481,enterprise,121,credit,south
1234881,Credit Reporting,Not Specified,Credit Reporting Company'S Investigation,No Notice Of Investigation Status/Result,TX,78225,2015-02-11,2015-02-11,First Data Corporation,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,0,1,38,medium,2380,credit,south
1236588,Debt Collection,Credit Card,Improper Contact Or Sharing Of Info,Contacted Me After I Asked Not To,WI,53963,2015-02-11,2015-02-11,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,0,1,229,enterprise,351,debt,midwest
1235659,Bank Account Or Service,Checking Account,"Account Opening, Closing, Or Management",Not Specified,NY,11212,2015-02-11,2015-02-18,Jpmorgan Chase,In progress,Yes,No,2015,2,2,1,0,0,7,0,1272,enterprise,1846,banking,northeast
1235275,Mortgage,Fha Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,FL,33023,2015-02-11,2015-02-11,Wells Fargo,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,1430,enterprise,2592,mortgage,south
1235285,Credit Card,Not Specified,Closing/Cancelling Account,Not Specified,TN,37122,2015-02-11,2015-02-11,Discover,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,368,enterprise,473,credit,south
1237292,Mortgage,Va Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,HI,96720,2015-02-11,2015-02-12,"American Financial Resources, Inc.",Closed with explanation,Yes,No,2015,2,2,1,0,0,1,0,4,small,83,mortgage,west
1235288,Credit Card,Not Specified,Delinquent Account,Not Specified,CA,91708,2015-02-11,2015-02-11,Discover,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,368,enterprise,3859,credit,west
1236157,Debt Collection,Credit Card,False Statements Or Representation,Attempted To Collect Wrong Amount,MI,48204,2015-02-11,2015-02-18,Encore Capital Group,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,7,0,392,enterprise,694,debt,midwest
1234846,Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,TX,78148,2015-02-11,2015-02-18,"Green Tree Servicing, Llc",In progress,Yes,No,2015,2,2,1,0,0,7,0,399,enterprise,2380,mortgage,south
1236154,Debt Collection,Credit Card,Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,NV,89128,2015-02-11,2015-02-11,Encore Capital Group,Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,0,1,392,enterprise,351,debt,west
1235836,Mortgage,Conventional Adjustable Mortgage (Arm),"Loan Modification,Collection,Foreclosure",Not Specified,CA,93030,2015-02-11,2015-02-11,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,211,enterprise,3859,mortgage,west
1235970,Credit Card,Not Specified,Closing/Cancelling Account,Not Specified,MA,2139,2015-02-11,2015-02-11,Discover,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,368,enterprise,512,credit,northeast
1236038,Consumer Loan,Vehicle Lease,Managing The Loan Or Lease,Not Specified,MT,59860,2015-02-11,2015-02-11,Santander Consumer Usa,Closed with explanation,Yes,Yes,2015,2,2,1,0,0,0,1,133,large,41,loan,west
1235298,Credit Card,Not Specified,Late Fee,Not Specified,VA,20121,2015-02-11,2015-02-11,Citibank,Closed with monetary relief,Yes,No,2015,2,2,1,0,0,0,1,1016,enterprise,869,credit,south
1235036,Mortgage,Conventional Fixed Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,IL,60707,2015-02-11,2015-02-11,"Bayview Loan Servicing, Llc",Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,90,large,1003,mortgage,midwest
1236632,Bank Account Or Service,Checking Account,Deposits And Withdrawals,Not Specified,GA,31763,2015-02-11,2015-02-18,Suntrust Bank,Closed with monetary relief,Yes,No,2015,2,2,1,0,0,7,0,184,large,1146,banking,south
1236408,Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,FL,34606,2015-02-11,2015-02-12,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,No,2015,2,2,1,0,0,1,0,211,enterprise,2592,mortgage,south
1236475,Mortgage,Conventional Adjustable Mortgage (Arm),"Loan Modification,Collection,Foreclosure",Not Specified,CO,80013,2015-02-11,2015-02-11,Nationstar Mortgage,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,749,enterprise,483,mortgage,west
1235640,Mortgage,Home Equity Loan Or Line Of Credit,"Loan Servicing, Payments, Escrow Account",Not Specified,NY,12043,2015-02-11,2015-02-11,"Green Tree Servicing, Llc",Closed with non-monetary relief,Yes,No,2015,2,2,1,0,0,0,1,399,enterprise,1846,mortgage,northeast
1235276,Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,TX,76549,2015-02-11,2015-02-11,Ocwen,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,934,enterprise,2380,mortgage,south
1236235,Mortgage,Fha Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,MD,20772,2015-02-11,2015-02-11,Loan Care,In progress,Yes,No,2015,2,2,1,0,0,0,1,26,medium,791,mortgage,south
1234847,Credit Reporting,Not Specified,Credit Monitoring Or Identity Protection,Problem Cancelling Or Closing Account,NJ,7920,2015-02-11,2015-02-11,Experian,In progress,Yes,No,2015,2,2,1,0,0,0,1,1940,enterprise,1113,credit,northeast
1235651,Debt Collection,Not Specified,Taking/Threatening An Illegal Action,Threatened Arrest/Jail If Do Not Pay,CA,90232,2015-02-11,2015-02-18,"Emory Enterprises, Llc",Untimely response,No,No,2015,2,2,1,0,0,7,0,1,small,3859,debt,west
1236239,Bank Account Or Service,(Cd) Certificate Of Deposit,"Making/Receiving Payments, Sending Money",Not Specified,GA,30083,2015-02-11,2015-02-18,Wells Fargo,Closed with explanation,Yes,No,2015,2,2,1,0,0,7,0,1430,enterprise,1146,banking,south
1236589,Debt Collection,Credit Card,Improper Contact Or Sharing Of Info,Contacted Me After I Asked Not To,WI,53963,2015-02-11,2015-02-11,Ge Capital Retail,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,481,enterprise,351,debt,midwest
1236222,Mortgage,Fha Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,NJ,7304,2015-02-11,2015-02-18,"Green Tree Servicing, Llc",Closed with explanation,Yes,No,2015,2,2,1,0,0,7,0,399,enterprise,1113,mortgage,northeast
1235359,Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Was Discharged In Bankruptcy,SD,57717,2015-02-11,2015-02-18,"Pinnacle Credit Services, Llc",Closed with explanation,Yes,No,2015,2,2,1,0,0,7,0,64,large,52,debt,midwest
1235325,Consumer Loan,Installment Loan,Problems When You Are Unable To Pay,Not Specified,FL,32762,2015-02-11,2015-02-20,"Ncb Management Services, Inc.",Closed with explanation,Yes,Yes,2015,2,2,1,0,0,9,0,7,small,2592,loan,south
1236214,Credit Card,Not Specified,Rewards,Not Specified,CA,94040,2015-02-11,2015-02-11,Discover,Closed with explanation,Yes,No,2015,2,2,1,0,0,0,1,368,enterprise,3859,credit,west
1237343,Student Loan,Non-Federal Student Loan,Dealing With My Lender Or Servicer,Not Specified,MI,48047,2015-02-11,2015-02-12,Aes/Pheaa,Closed with explanation,Yes,No,2015,2,2,1,0,0,1,0,72,large,694,loan,midwest
1236220,Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,PA,19145,2015-02-11,2015-02-18,Td Bank,Closed with explanation,Yes,No,2015,2,2,1,0,0,7,0,217,enterprise,1055,mortgage,northeast
1235798,Bank Account Or Service,Checking Account,Problems Caused By My Funds Being Low,Not Specified,PA,17228,2015-02-11,2015-02-18,M&T Bank,Closed with explanation,Yes,No,2015,2,2,1,0,0,7,0,93,large,1055,banking,northeast
