Product,Sub-product,Issue,Sub-issue,State,ZIP code,Company,Company response,Timely response?,Consumer disputed?,year_received,month_received,dayofweek_received,quarter_received,is_weekend,is_holiday_season,processing_days,same_day_processing,company_complaint_count,company_size,state_complaint_count,product_category,region
Debt Collection,"Other (Phone, Health Club, Etc.)",Disclosure Verification Of Debt,Right To Dispute Notice Not Received,FL,32006,"Lamont, Hanley & Associates, Inc.",Closed,Yes,No,2015,1,4,1,0,0,1,0,4,small,2592,debt,south
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,IN,46544,M&T Bank,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,93,large,298,mortgage,midwest
Mortgage,Fha Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,GA,30542,Jpmorgan Chase,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1272,enterprise,1146,mortgage,south
Credit Card,Not Specified,Credit Determination,Not Specified,CA,94118,Barclays,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,114,large,3859,credit,west
Credit Card,Not Specified,Bankruptcy,Not Specified,NY,14075,Bank Of America,Closed with explanation,Yes,Yes,2015,1,4,1,0,0,5,0,1518,enterprise,1846,credit,northeast
Credit Card,Not Specified,Identity Theft / Fraud / Embezzlement,Not Specified,NY,10475,Jpmorgan Chase,Closed with explanation,Yes,No,2015,1,4,1,0,0,4,0,1272,enterprise,1846,credit,northeast
Consumer Loan,Personal Line Of Credit,Account Terms And Changes,Not Specified,NY,14301,Jpmorgan Chase,Closed with explanation,Yes,No,2015,1,4,1,0,0,3,0,1272,enterprise,1846,loan,northeast
Consumer Loan,Vehicle Loan,Problems When You Are Unable To Pay,Not Specified,NY,10550,Toyota Motor Credit Corporation,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,1,0,32,medium,1846,loan,northeast
Credit Reporting,Not Specified,Credit Reporting Company'S Investigation,No Notice Of Investigation Status/Result,GA,30044,Transunion,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1525,enterprise,1146,credit,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Communication Tactics,Threatened To Take Legal Action,MD,20901,Transworld Systems Inc.,In progress,Yes,No,2015,1,4,1,0,0,0,1,215,enterprise,791,debt,south
Mortgage,Va Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,ME,4562,Ocwen,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,934,enterprise,115,mortgage,northeast
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,TX,76018,"National Credit Systems,Inc.",In progress,Yes,No,2015,1,4,1,0,0,0,1,50,medium,2380,debt,south
Debt Collection,Not Specified,Communication Tactics,Frequent Or Repeated Calls,TX,77377,Transworld Systems Inc.,Closed with explanation,Yes,No,2015,1,4,1,0,0,1,0,215,enterprise,2380,debt,south
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,WA,99338,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,211,enterprise,509,mortgage,west
Credit Reporting,Not Specified,Credit Reporting Company'S Investigation,No Notice Of Investigation Status/Result,GA,30044,Experian,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,0,1,1940,enterprise,1146,credit,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,TN,38118,Transunion,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1525,enterprise,473,credit,south
Credit Card,Not Specified,Late Fee,Not Specified,NJ,8033,Ge Capital Retail,Closed with monetary relief,Yes,No,2015,1,4,1,0,0,5,0,481,enterprise,1113,credit,northeast
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,CA,95356,Jpmorgan Chase,Closed with explanation,Yes,No,2015,1,4,1,0,0,6,0,1272,enterprise,3859,credit,west
Bank Account Or Service,Checking Account,Deposits And Withdrawals,Not Specified,MN,55407,U.S. Bancorp,Closed with explanation,Yes,No,2015,1,4,1,0,0,4,0,429,enterprise,311,banking,midwest
Debt Collection,Payday Loan,Communication Tactics,Frequent Or Repeated Calls,MO,63143,Nationwide Financial Group,Untimely response,No,No,2015,1,4,1,0,0,5,0,2,small,409,debt,midwest
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,FL,32833,"Green Tree Servicing, Llc",Closed with monetary relief,Yes,No,2015,1,4,1,0,0,0,1,399,enterprise,2592,mortgage,south
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,MN,55425,Nationstar Mortgage,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,749,enterprise,311,mortgage,midwest
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,NY,10456,Transunion,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,0,1,1525,enterprise,1846,credit,northeast
Mortgage,Fha Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,CO,80012,Bb&T Financial,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,90,large,483,mortgage,west
Consumer Loan,Vehicle Loan,Problems When You Are Unable To Pay,Not Specified,TX,75054,Gm Financial,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,33,medium,2380,loan,south
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,MN,56329,State Farm Bank,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,21,0,16,medium,311,mortgage,midwest
Student Loan,Non-Federal Student Loan,Can'T Repay My Loan,Not Specified,FL,33458,Wells Fargo,Closed with explanation,Yes,No,2015,1,4,1,0,0,6,0,1430,enterprise,2592,loan,south
Mortgage,Conventional Fixed Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,RI,2920,Wells Fargo,Closed with explanation,Yes,Yes,2015,1,4,1,0,0,0,1,1430,enterprise,89,mortgage,northeast
Mortgage,Va Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,PA,19115,"Planet Home Lending, Llc",Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,4,small,1055,mortgage,northeast
Credit Card,Not Specified,Unsolicited Issuance Of Credit Card,Not Specified,TN,37080,Regions,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,3,0,83,large,473,credit,south
Mortgage,Home Equity Loan Or Line Of Credit,"Loan Modification,Collection,Foreclosure",Not Specified,NJ,7002,Jpmorgan Chase,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1272,enterprise,1113,mortgage,northeast
Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting My Free Annual Report,MD,21502,Transunion,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,25,0,1525,enterprise,791,credit,south
Credit Card,Not Specified,Delinquent Account,Not Specified,FL,32669,Capital One,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,567,enterprise,2592,credit,south
Debt Collection,Credit Card,Taking/Threatening An Illegal Action,Threatened To Sue On Too Old Debt,OK,73662,Resurgent Capital Services L.P.,In progress,Yes,No,2015,1,4,1,0,0,5,0,97,large,207,debt,south
Bank Account Or Service,Checking Account,Problems Caused By My Funds Being Low,Not Specified,NY,11417,Jpmorgan Chase,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,1272,enterprise,1846,banking,northeast
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,CA,90036,"Enhanced Recovery Company, Llc",Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,1,0,396,enterprise,3859,debt,west
Debt Collection,Credit Card,Communication Tactics,Threatened To Take Legal Action,PA,16648,"Walter Lee & Associates, Llc",Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,9,small,1055,debt,northeast
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,FL,32968,Transunion,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1525,enterprise,2592,credit,south
Bank Account Or Service,Other Bank Product/Service,Deposits And Withdrawals,Not Specified,TX,76034,Jpmorgan Chase,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1272,enterprise,2380,banking,south
Bank Account Or Service,Checking Account,Using A Debit Or Atm Card,Not Specified,NY,14222,M&T Bank,Closed with monetary relief,Yes,Yes,2015,1,4,1,0,0,1,0,93,large,1846,banking,northeast
Debt Collection,"Other (Phone, Health Club, Etc.)",Improper Contact Or Sharing Of Info,Contacted Employer After Asked Not To,CA,93015,Springleaf Finance Corporation,Closed with explanation,Yes,No,2015,1,4,1,0,0,1,0,43,medium,3859,debt,west
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,IL,60654,Equifax,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,2049,enterprise,1003,credit,midwest
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Terms,Unknown,97068,Equifax,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,2049,enterprise,421,credit,unknown
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,FL,34667,"Shellpoint Partners, Llc",Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,51,large,2592,mortgage,south
Bank Account Or Service,Cashing A Check Without An Account,"Account Opening, Closing, Or Management",Not Specified,MA,2186,Rbs Citizens,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,107,large,512,banking,northeast
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,FL,32444,"Convergent Resources, Inc.",Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,113,large,2592,debt,south
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,CA,90603,Citibank,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1016,enterprise,3859,mortgage,west
Debt Collection,Credit Card,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,OH,44124,Ge Capital Retail,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,3,0,481,enterprise,939,debt,midwest
Mortgage,Conventional Fixed Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,OH,45432,"Green Tree Servicing, Llc",Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,0,1,399,enterprise,939,mortgage,midwest
Mortgage,Conventional Fixed Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,PA,18704,"Green Tree Servicing, Llc",In progress,Yes,No,2015,1,4,1,0,0,5,0,399,enterprise,1055,mortgage,northeast
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,CA,92861,Equifax,Closed with explanation,Yes,No,2015,1,4,1,0,0,28,0,2049,enterprise,3859,credit,west
Credit Card,Not Specified,Identity Theft / Fraud / Embezzlement,Not Specified,NC,27025,Barclays,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,6,0,114,large,764,credit,south
Debt Collection,Not Specified,Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,FL,34655,Solidus Group Llc.,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,23,medium,2592,debt,south
Debt Collection,Medical,Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,MO,64114,Senex Services Corp.,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,0,1,10,small,409,debt,midwest
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,FL,32904,Experian,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,1940,enterprise,2592,credit,south
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,OK,74012,Ocwen,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,934,enterprise,207,mortgage,south
Mortgage,Fha Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,VA,24141,Bank Of America,Closed with explanation,Yes,Yes,2015,1,4,1,0,0,0,1,1518,enterprise,869,mortgage,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,LA,70727,Experian,Closed with explanation,Yes,No,2015,1,4,1,0,0,35,0,1940,enterprise,277,credit,south
Student Loan,Non-Federal Student Loan,Getting A Loan,Not Specified,MD,21701,Wells Fargo,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,1430,enterprise,791,loan,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Public Record,MI,48331,Transunion,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1525,enterprise,694,credit,midwest
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,CA,92507,Wells Fargo,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,1430,enterprise,3859,mortgage,west
Student Loan,Non-Federal Student Loan,Can'T Repay My Loan,Not Specified,NY,11706,Navient,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,368,enterprise,1846,loan,northeast
Student Loan,Non-Federal Student Loan,Dealing With My Lender Or Servicer,Not Specified,OH,44129,Navient,Closed with explanation,Yes,Yes,2015,1,4,1,0,0,0,1,368,enterprise,939,loan,midwest
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Public Record,PA,17112,Experian,In progress,Yes,No,2015,1,4,1,0,0,5,0,1940,enterprise,1055,credit,northeast
Debt Collection,Credit Card,Taking/Threatening An Illegal Action,Attempted To/Collected Exempt Funds,IL,60625,"Resurgence Financial, Llc",Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1,small,1003,debt,midwest
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,LA,70727,Equifax,Closed with explanation,Yes,No,2015,1,4,1,0,0,35,0,2049,enterprise,277,credit,south
Debt Collection,Not Specified,Communication Tactics,Threatened To Take Legal Action,CA,91001,Nationwide Arbitration Services Llc,Untimely response,No,No,2015,1,4,1,0,0,0,1,1,small,3859,debt,west
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,IL,60021,"Southwest Credit Systems, L.P.",Closed,Yes,No,2015,1,4,1,0,0,6,0,45,medium,1003,debt,midwest
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,SC,29651,Experian,Closed with explanation,Yes,No,2015,1,4,1,0,0,12,0,1940,enterprise,441,credit,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,FL,32506,"Mccarthy, Burgess & Wolff, Inc.",Closed with explanation,Yes,No,2015,1,4,1,0,0,3,0,11,medium,2592,debt,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,SC,29651,Transunion,Closed with explanation,Yes,No,2015,1,4,1,0,0,12,0,1525,enterprise,441,credit,south
Debt Collection,Credit Card,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,OH,44124,"Financial Recovery Services, Inc.",Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,8,small,939,debt,midwest
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,AR,72903,"Enhanced Recovery Company, Llc",Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,0,1,396,enterprise,121,debt,south
Debt Collection,Payday Loan,Improper Contact Or Sharing Of Info,Contacted Employer After Asked Not To,TX,76179,"National Credit Adjusters, Llc",Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,33,medium,2380,debt,south
Mortgage,Conventional Adjustable Mortgage (Arm),"Loan Servicing, Payments, Escrow Account",Not Specified,TN,37167,Citibank,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,1016,enterprise,473,mortgage,south
Debt Collection,Payday Loan,Improper Contact Or Sharing Of Info,Talked To A Third Party About My Debt,GA,30605,Security Finance,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,19,medium,1146,debt,south
Consumer Loan,Vehicle Loan,Managing The Loan Or Lease,Not Specified,OR,97115,Santander Consumer Usa,Closed with explanation,Yes,No,2015,1,4,1,0,0,3,0,133,large,337,loan,west
Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,MA,1902,"Green Tree Servicing, Llc",Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,399,enterprise,512,mortgage,northeast
Consumer Loan,Vehicle Loan,Managing The Loan Or Lease,Not Specified,TX,76018,Santander Consumer Usa,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,133,large,2380,loan,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,Unknown,21117,Experian,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,0,1,1940,enterprise,421,credit,unknown
Consumer Loan,Installment Loan,Problems When You Are Unable To Pay,Not Specified,PA,18504,Encore Capital Group,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,3,0,392,enterprise,1055,loan,northeast
Credit Reporting,Not Specified,Improper Use Of My Credit Report,Report Improperly Shared By Crc,AL,35080,Equifax,Closed with explanation,Yes,Yes,2015,1,4,1,0,0,6,0,2049,enterprise,358,credit,south
Mortgage,Fha Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,IL,60430,Wells Fargo,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1430,enterprise,1003,mortgage,midwest
Mortgage,Conventional Fixed Mortgage,"Application, Originator, Mortgage Broker",Not Specified,CA,92883,"Servis One, Inc.",Closed with explanation,Yes,No,2015,1,4,1,0,0,1,0,49,medium,3859,mortgage,west
Debt Collection,Credit Card,Taking/Threatening An Illegal Action,Sued W/O Proper Notification Of Suit,MO,64834,"Atlantic Credit & Finance, Inc.",Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,4,small,409,debt,midwest
Debt Collection,Medical,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,KY,41042,"Choice Recovery, Inc.",Closed,Yes,No,2015,1,4,1,0,0,0,1,14,medium,225,debt,south
Bank Account Or Service,Checking Account,Problems Caused By My Funds Being Low,Not Specified,TX,78660,Regions,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,83,large,2380,banking,south
Bank Account Or Service,Checking Account,Problems Caused By My Funds Being Low,Not Specified,PA,15147,Rbs Citizens,Closed with monetary relief,Yes,No,2015,1,4,1,0,0,0,1,107,large,1055,banking,northeast
Debt Collection,Not Specified,Communication Tactics,Frequent Or Repeated Calls,FL,33771,"Commonwealth Financial Systems, Inc.",Closed with explanation,Yes,No,2015,1,4,1,0,0,6,0,50,medium,2592,debt,south
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,AZ,85338,Ocwen,Closed with explanation,Yes,Yes,2015,1,4,1,0,0,0,1,934,enterprise,578,mortgage,west
Mortgage,Fha Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,OH,44052,Nationstar Mortgage,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,749,enterprise,939,mortgage,midwest
Mortgage,Fha Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,IL,60175,"Green Tree Servicing, Llc",In progress,Yes,No,2015,1,4,1,0,0,0,1,399,enterprise,1003,mortgage,midwest
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,CA,92861,Experian,Closed with explanation,Yes,No,2015,1,4,1,0,0,28,0,1940,enterprise,3859,credit,west
Credit Reporting,Not Specified,Credit Reporting Company'S Investigation,Problem With Statement Of Dispute,FL,33733,Equifax,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,2049,enterprise,2592,credit,south
Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting Report Or Credit Score,LA,70560,Experian,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1940,enterprise,277,credit,south
Debt Collection,Credit Card,Communication Tactics,Frequent Or Repeated Calls,MA,2341,Amex,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,270,enterprise,512,debt,northeast
Debt Collection,Medical,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,NJ,8835,Astra Business Services,Untimely response,No,No,2015,1,4,1,0,0,5,0,1,small,1113,debt,northeast
Credit Reporting,Not Specified,Credit Reporting Company'S Investigation,Investigation Took Too Long,FL,32701,Equifax,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,5,0,2049,enterprise,2592,credit,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,MA,2129,Equifax,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,2049,enterprise,512,credit,northeast
Debt Collection,Medical,Disclosure Verification Of Debt,Not Disclosed As An Attempt To Collect,TX,75901,"Debt Recovery Solutions, Llc",Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,19,medium,2380,debt,south
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,CA,90603,Bank Of America,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1518,enterprise,3859,mortgage,west
Debt Collection,Credit Card,False Statements Or Representation,Attempted To Collect Wrong Amount,FL,33679,"Cavalry Investments, Llc",Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,50,medium,2592,debt,south
Debt Collection,Credit Card,Improper Contact Or Sharing Of Info,Talked To A Third Party About My Debt,PA,17764,"Esser, James & Associates",Closed with explanation,Yes,No,2015,1,4,1,0,0,11,0,6,small,1055,debt,northeast
Mortgage,Fha Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,MD,20706,Loandepot,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,9,small,791,mortgage,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Personal Information,KS,67156,Transunion,Closed with explanation,Yes,No,2015,1,4,1,0,0,25,0,1525,enterprise,176,credit,midwest
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,MD,21703,Experian,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,5,0,1940,enterprise,791,credit,south
Credit Card,Not Specified,Arbitration,Not Specified,MI,48073,Stillman Law Office,Closed with explanation,Yes,Yes,2015,1,4,1,0,0,6,0,2,small,694,credit,midwest
Payday Loan,Not Specified,Charged Fees Or Interest I Didn'T Expect,Not Specified,GA,30324,Tmx Finance Llc,Closed with explanation,Yes,No,2015,1,4,1,0,0,19,0,22,medium,1146,loan,south
Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,ME,4105,Td Bank,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,217,enterprise,115,mortgage,northeast
Bank Account Or Service,Other Bank Product/Service,"Account Opening, Closing, Or Management",Not Specified,OH,44514,Pnc Bank,In progress,Yes,No,2015,1,4,1,0,0,3,0,237,enterprise,939,banking,midwest
Mortgage,Conventional Fixed Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,UT,84065,Bank Of America,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,1518,enterprise,176,mortgage,west
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,NY,11215,Experian,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,27,0,1940,enterprise,1846,credit,northeast
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,FL,32904,Transunion,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1525,enterprise,2592,credit,south
Bank Account Or Service,Checking Account,Deposits And Withdrawals,Not Specified,CA,94544,U.S. Bancorp,Closed with explanation,Yes,No,2015,1,4,1,0,0,1,0,429,enterprise,3859,banking,west
Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,FL,33161,Bankunited,Closed with monetary relief,Yes,No,2015,1,4,1,0,0,5,0,6,small,2592,mortgage,south
Mortgage,Conventional Adjustable Mortgage (Arm),"Loan Modification,Collection,Foreclosure",Not Specified,NC,28020,Citibank,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,0,1,1016,enterprise,764,mortgage,south
Bank Account Or Service,Other Bank Product/Service,"Account Opening, Closing, Or Management",Not Specified,CA,91977,Ge Capital Retail,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,481,enterprise,3859,banking,west
Debt Collection,Not Specified,Improper Contact Or Sharing Of Info,Contacted Employer After Asked Not To,TX,76227,"Premium Asset Services, Llc",Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,41,medium,2380,debt,south
Consumer Loan,Installment Loan,Managing The Loan Or Lease,Not Specified,MD,20784,Suntrust Bank,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,0,1,184,large,791,loan,south
Bank Account Or Service,Checking Account,"Account Opening, Closing, Or Management",Not Specified,IL,60091,Jpmorgan Chase,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1272,enterprise,1003,banking,midwest
Bank Account Or Service,Checking Account,"Account Opening, Closing, Or Management",Not Specified,FL,33255,Regions,Closed with monetary relief,Yes,No,2015,1,4,1,0,0,0,1,83,large,2592,banking,south
Debt Collection,Credit Card,Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,GA,30084,Encore Capital Group,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,0,1,392,enterprise,1146,debt,south
Credit Card,Not Specified,Credit Determination,Not Specified,NY,11432,Td Bank,Closed with explanation,Yes,No,2015,1,4,1,0,0,4,0,217,enterprise,1846,credit,northeast
Payday Loan,Not Specified,Charged Fees Or Interest I Didn'T Expect,Not Specified,TX,79902,Delbert Services,Closed with explanation,Yes,No,2015,1,4,1,0,0,1,0,42,medium,2380,loan,south
Payday Loan,Not Specified,Charged Bank Acct Wrong Day Or Amt,Not Specified,GA,30038,"Ballybunion Enterprises, Inc",Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,8,small,1146,loan,south
Debt Collection,Credit Card,Taking/Threatening An Illegal Action,Attempted To/Collected Exempt Funds,IL,60625,Jpmorgan Chase,Closed with explanation,Yes,No,2015,1,4,1,0,0,0,1,1272,enterprise,1003,debt,midwest
Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,GA,30342,"Green Tree Servicing, Llc",In progress,Yes,No,2015,1,4,1,0,0,6,0,399,enterprise,1146,mortgage,south
Prepaid Card,Government Benefit Payment Card,"Managing, Opening, Or Closing Account",Not Specified,NM,87123,Comerica,Closed with explanation,Yes,No,2015,1,4,1,0,0,6,0,48,medium,155,other,west
Debt Collection,"Other (Phone, Health Club, Etc.)",Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,LA,70058,"Diversified Consultants, Inc.",Closed,Yes,No,2015,1,4,1,0,0,1,0,71,large,277,debt,south
Consumer Loan,Vehicle Loan,Managing The Loan Or Lease,Not Specified,Unknown,30344,Hyundai Capital America,Closed with explanation,Yes,No,2015,1,4,1,0,0,4,0,19,medium,421,loan,unknown
Bank Account Or Service,Checking Account,Deposits And Withdrawals,Not Specified,GA,30134,Wells Fargo,Closed with explanation,Yes,No,2015,1,4,1,0,0,3,0,1430,enterprise,1146,banking,south
Mortgage,Fha Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,CA,92870,Carrington Mortgage,In progress,Yes,No,2015,1,4,1,0,0,0,1,55,large,3859,mortgage,west
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Terms,OK,97306,Experian,Closed with non-monetary relief,Yes,No,2015,1,4,1,0,0,0,1,1940,enterprise,207,credit,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,MD,21703,Transunion,Closed with explanation,Yes,No,2015,1,4,1,0,0,5,0,1525,enterprise,791,credit,south
Mortgage,Other Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,MA,2767,Nationstar Mortgage,Closed with explanation,Yes,Yes,2015,1,4,1,0,0,5,0,749,enterprise,512,mortgage,northeast
